frame,pupil2D_x,pupil2D_y,gaze_x,gaze_y,confidence,consistence
1588,125.895679,95.043894,92.005295,103.522823,0.999562,1.000000
1589,125.896371,95.008947,92.010213,103.539886,0.999360,1.000000
1590,125.889832,94.970806,92.010361,103.553481,0.999772,1.000000
1591,125.908894,94.972929,92.006320,103.550232,0.999672,1.000000
1592,125.853972,94.919768,92.031156,103.575145,0.999846,1.000000
1593,125.894780,94.919225,91.997905,103.578180,0.999675,1.000000
1594,125.840414,94.844459,92.019879,103.615408,0.999757,1.000000
1595,125.764840,94.887463,92.048493,103.602120,0.999651,1.000000
1596,125.779353,94.839648,92.054622,103.622712,0.999526,1.000000
1597,125.776199,94.892520,92.054702,103.587570,0.999482,1.000000
1598,125.780135,94.895613,92.050336,103.591283,0.999252,1.000000
1599,125.785865,94.832107,92.041155,103.619403,0.999392,1.000000
1600,125.793759,94.798948,92.036434,103.635516,0.999786,1.000000
1601,125.788000,94.748317,92.035519,103.661236,0.999547,1.000000
1602,125.772329,94.765808,92.040417,103.656827,0.999664,1.000000
1603,125.753971,94.708819,92.053435,103.679139,0.999587,1.000000
1604,125.782498,94.674136,92.041418,103.696492,0.999700,1.000000
1605,125.743921,94.679673,92.051806,103.698667,0.999379,1.000000
1606,125.669168,94.690085,92.090062,103.704506,0.999194,1.000000
1607,125.609394,94.659471,92.120464,103.721660,0.999227,1.000000
1608,125.621561,94.662538,92.102858,103.720332,0.998994,1.000000
1609,125.616000,94.651370,92.104895,103.720590,0.999089,1.000000
1610,125.610243,94.669838,92.110543,103.708072,0.999001,1.000000
1611,125.566351,94.648018,92.127740,103.716074,0.999332,1.000000
1612,125.537389,94.653720,92.143036,103.719141,0.999299,1.000000
1613,125.547581,94.656896,92.137111,103.719670,0.999018,1.000000
1614,125.459914,94.632177,92.164296,103.723714,0.999721,1.000000
1615,124.358140,94.634717,92.640304,103.721857,0.999830,1.000000
1616,123.621329,94.464021,92.964412,103.815563,0.999637,1.000000
1617,124.104079,94.529391,92.738997,103.788006,0.999764,1.000000
1618,124.069312,94.578568,92.757317,103.763601,0.999759,1.000000
1619,124.039212,94.578426,92.775389,103.772087,0.999752,1.000000
1620,124.019073,94.598439,92.790208,103.763871,0.999799,1.000000
1621,124.007214,94.591731,92.790198,103.771140,0.999786,1.000000
1622,124.007214,94.591731,92.790198,103.771140,0.999778,1.000000
1623,124.000105,94.596806,92.795356,103.769771,0.999763,1.000000
1624,124.012353,94.615576,92.792143,103.749168,0.999591,1.000000
1625,124.013884,94.604467,92.790816,103.756294,0.999585,1.000000
1626,124.018193,94.633244,92.787399,103.738661,0.999575,1.000000
1627,124.012469,94.646548,92.784818,103.725252,0.999610,1.000000
1628,124.012469,94.646548,92.784818,103.725252,0.999610,1.000000
1629,123.990404,94.647758,92.780873,103.725614,0.999692,1.000000
1630,124.000318,94.644828,92.777837,103.728808,0.999609,1.000000
1631,124.006730,94.639637,92.777060,103.731658,0.999848,1.000000
1632,124.014845,94.634965,92.775528,103.734895,0.999744,1.000000
1633,124.016581,94.624964,92.775844,103.737532,0.999745,1.000000
1634,124.035998,94.619017,92.770042,103.743767,0.999699,1.000000
1635,124.032601,94.604352,92.771406,103.749242,0.999688,1.000000
1636,124.051481,94.611513,92.755582,103.747645,0.999629,1.000000
1637,124.074164,94.627051,92.740704,103.741651,0.999604,1.000000
1638,124.094271,94.608901,92.736821,103.746063,0.999347,1.000000
1639,124.107188,94.610542,92.731339,103.744979,0.999230,1.000000
1640,124.114404,94.572549,92.732420,103.757469,0.999388,1.000000
1641,124.107266,94.577636,92.737332,103.756063,0.999296,1.000000
1642,124.105623,94.584610,92.732525,103.752756,0.999340,1.000000
1643,124.098443,94.607360,92.731977,103.745915,0.999109,1.000000
1644,124.109973,94.620288,92.723090,103.739154,0.999162,1.000000
1645,124.120026,94.650444,92.718795,103.725161,0.999233,1.000000
1646,124.530089,94.494873,92.543174,103.804242,0.999221,1.000000
1647,124.619037,94.470131,92.513182,103.804811,0.998999,1.000000
1648,124.592016,94.491769,92.522590,103.802874,0.999264,1.000000
1649,124.547502,94.528574,92.542134,103.784284,0.999120,1.000000
1650,124.562925,94.519065,92.533342,103.792107,0.999106,1.000000
1651,124.559803,94.518655,92.537269,103.789109,0.999391,1.000000
1652,124.563830,94.508864,92.533740,103.794701,0.999096,1.000000
1653,124.559803,94.518655,92.537269,103.789109,0.999415,1.000000
1654,124.555705,94.497956,92.535377,103.803638,0.999047,1.000000
1655,124.549113,94.498680,92.538507,103.799795,0.999223,1.000000
1656,124.552190,94.488196,92.535700,103.806070,0.999248,1.000000
1657,124.562803,94.485326,92.529957,103.804998,0.999232,1.000000
1658,124.572027,94.475488,92.524837,103.809539,0.999173,1.000000
1659,124.578350,94.470264,92.520272,103.811176,0.999214,1.000000
1660,124.600683,94.456271,92.511028,103.812333,0.999153,1.000000
1661,124.600683,94.456271,92.511028,103.812333,0.999161,1.000000
1662,124.589552,94.455851,92.515405,103.814882,0.999105,1.000000
1663,124.578098,94.455252,92.520905,103.812862,0.999093,1.000000
1664,124.578098,94.455252,92.520905,103.812862,0.999103,1.000000
1665,124.572343,94.447887,92.525454,103.816929,0.999129,1.000000
1666,124.583733,94.351331,92.525575,103.865180,0.999133,1.000000
1667,124.579204,94.331903,92.529924,103.873254,0.998706,1.000000
1668,124.550920,94.297192,92.539482,103.877681,0.998954,1.000000
1669,124.564930,94.287838,92.535353,103.878030,0.999368,1.000000
1670,124.528498,94.267231,92.550920,103.888831,0.999939,1.000000
1671,124.492286,94.229842,92.571866,103.907590,0.999930,1.000000
1672,124.492286,94.229842,92.571866,103.907590,0.999925,1.000000
1673,124.471851,94.199158,92.582986,103.916376,0.999916,1.000000
1674,124.476965,94.219729,92.582367,103.911185,0.999928,1.000000
1675,124.476965,94.219729,92.582367,103.911185,0.999934,1.000000
1676,124.476965,94.219729,92.582367,103.911185,0.999934,1.000000
1677,124.474708,94.199231,92.584183,103.923867,0.999936,1.000000
1678,124.484688,94.214742,92.576252,103.915088,0.999930,1.000000
1679,124.484688,94.214742,92.576252,103.915088,0.999927,1.000000
1680,124.497086,94.225405,92.567071,103.910298,0.999927,1.000000
1681,124.514461,94.240310,92.554804,103.903636,0.999922,1.000000
1682,124.496597,94.213716,92.567247,103.915268,0.999924,1.000000
1683,124.488878,94.219215,92.573293,103.911024,0.999925,1.000000
1684,124.494852,94.224694,92.568828,103.908463,0.999926,1.000000
1685,124.518767,94.244895,92.551830,103.899505,0.999926,1.000000
1686,124.532260,94.228421,92.541490,103.910729,0.999675,1.000000
1687,124.565590,94.230481,92.525599,103.906760,0.999891,1.000000
1688,124.593370,94.240776,92.518221,103.898318,0.999639,1.000000
1689,124.593370,94.240776,92.518221,103.898318,0.999637,1.000000
1690,124.593370,94.240776,92.518221,103.898318,0.999643,1.000000
1691,124.616894,94.260873,92.507804,103.888771,0.999033,1.000000
1692,124.623720,94.255766,92.503083,103.890246,0.999077,1.000000
1693,124.616894,94.260873,92.507804,103.888771,0.999071,1.000000
1694,124.616894,94.260873,92.507804,103.888771,0.999078,1.000000
1695,124.616894,94.260873,92.507804,103.888771,0.999073,1.000000
1696,124.616894,94.260873,92.507804,103.888771,0.999081,1.000000
1697,124.616894,94.260873,92.507804,103.888771,0.999072,1.000000
1698,124.616894,94.260873,92.507804,103.888771,0.999084,1.000000
1699,124.616894,94.260873,92.507804,103.888771,0.999049,1.000000
1700,124.616894,94.260873,92.507804,103.888771,0.999043,1.000000
1701,124.616894,94.260873,92.507804,103.888771,0.998979,1.000000
1702,124.616894,94.260873,92.507804,103.888771,0.998992,1.000000
1703,124.616894,94.260873,92.507804,103.888771,0.998986,1.000000
1704,124.616269,94.268494,92.508652,103.877510,0.999894,1.000000
1705,124.621341,94.288646,92.504707,103.865270,0.999893,1.000000
1706,124.831549,94.128300,92.411007,103.937217,0.999792,1.000000
1707,125.081480,93.959761,92.298964,104.007097,0.999675,1.000000
1708,125.064920,93.969651,92.308798,104.004815,0.999653,1.000000
1709,125.054988,93.999391,92.312757,103.993410,0.999580,1.000000
1710,125.054988,93.999391,92.312757,103.993410,0.999576,1.000000
1711,125.054988,93.999391,92.312757,103.993410,0.999580,1.000000
1712,125.054988,93.999391,92.312757,103.993410,0.999583,1.000000
1713,125.054988,93.999391,92.312757,103.993410,0.999590,1.000000
1714,125.033028,93.960211,92.325440,104.010886,0.999627,1.000000
1715,125.040600,93.957453,92.325083,104.011237,0.999262,1.000000
1716,125.015489,93.954347,92.340786,104.014124,0.999217,1.000000
1717,125.015880,93.954945,92.344279,104.014748,0.999186,1.000000
1718,125.005987,93.936574,92.343330,104.027867,0.999187,1.000000
1719,124.984320,93.863655,92.349663,104.055642,0.999376,1.000000
1720,124.964801,93.847993,92.360323,104.071486,0.999088,1.000000
1721,124.905887,93.774410,92.383404,104.096689,0.999002,1.000000
1722,124.716393,93.526191,92.480781,104.205723,0.999479,1.000000
1723,124.195749,93.021891,92.709274,104.432699,0.999472,1.000000
1724,123.670363,92.294819,92.942169,104.755032,0.999558,1.000000
1725,122.992700,91.750051,93.259996,104.957015,0.999826,1.000000
1726,122.229590,90.322429,93.595028,105.673416,0.998209,1.000000
1727,121.224170,89.862464,94.107487,105.829151,0.993380,1.000000
1728,119.990698,90.417284,94.719857,105.580670,0.991000,1.000000
1729,121.176153,100.867835,93.959201,101.007824,0.960024,1.000000
1730,nan,nan,nan,nan,nan,nan
1731,nan,nan,nan,nan,nan,nan
1732,nan,nan,nan,nan,nan,nan
1733,nan,nan,nan,nan,nan,nan
1734,nan,nan,nan,nan,nan,nan
1735,nan,nan,nan,nan,nan,nan
1736,nan,nan,nan,nan,nan,nan
1737,nan,nan,nan,nan,nan,nan
1738,nan,nan,nan,nan,nan,nan
1739,nan,nan,nan,nan,nan,nan
1740,nan,nan,nan,nan,nan,nan
1741,138.461919,100.958413,86.608540,101.281432,0.778655,1.000000
1742,131.381758,94.839592,89.502394,103.668752,0.785411,1.000000
1743,127.353431,91.673389,91.157653,104.927937,0.959622,1.000000
1744,125.655529,89.453534,91.959946,105.898833,0.984570,1.000000
1745,125.087212,89.249788,92.251793,106.002285,0.988449,1.000000
1746,124.703360,89.723383,92.478916,105.794722,0.988061,1.000000
1747,124.647035,89.673815,92.518058,105.854942,0.984820,1.000000
1748,124.589098,89.389729,92.562657,106.003859,0.991096,1.000000
1749,124.552475,89.170947,92.574065,106.163912,0.994926,1.000000
1750,124.588054,89.718441,92.578683,105.890274,0.997824,1.000000
1751,124.598712,89.802693,92.576664,105.869142,0.996732,1.000000
1752,124.640691,89.951140,92.575348,105.832495,0.995613,1.000000
1753,124.637598,90.218388,92.579266,105.699028,0.998072,1.000000
1754,124.674807,90.496397,92.544257,105.549835,0.998872,1.000000
1755,124.791934,90.733789,92.490655,105.420689,0.999566,1.000000
1756,124.827785,90.908801,92.472353,105.351215,0.998872,1.000000
1757,124.902126,90.991761,92.443764,105.309599,0.999110,1.000000
1758,124.919073,91.070607,92.430276,105.280255,0.999571,1.000000
1759,124.928583,91.115216,92.434861,105.260062,0.999949,1.000000
1760,124.976897,91.351218,92.396075,105.157522,0.999942,1.000000
1761,124.966865,91.384378,92.401003,105.142694,0.999942,1.000000
1762,125.008463,91.492864,92.382143,105.100552,0.998891,1.000000
1763,125.042286,91.566551,92.376894,105.070254,0.999190,1.000000
1764,125.040999,91.631325,92.374920,105.035547,0.999456,1.000000
1765,125.072303,91.698662,92.360489,105.012906,0.999621,1.000000
1766,125.064842,91.779662,92.367974,104.977047,0.999834,1.000000
1767,125.079928,91.851487,92.370782,104.945575,0.999831,1.000000
1768,125.108903,91.909006,92.359169,104.916551,0.999946,1.000000
1769,125.133911,92.015771,92.347764,104.870663,0.999150,1.000000
1770,125.153559,92.060467,92.330674,104.848341,0.999189,1.000000
1771,125.077267,92.113515,92.354283,104.812734,0.999443,1.000000
1772,125.103849,92.155488,92.343997,104.790401,0.999853,1.000000
1773,125.107789,92.229766,92.346499,104.758268,0.999722,1.000000
1774,125.143137,92.287251,92.339013,104.731575,0.999772,1.000000
1775,125.120302,92.269417,92.343372,104.739428,0.999862,1.000000
1776,125.132890,92.334317,92.321844,104.717928,0.999104,1.000000
1777,125.127317,92.342677,92.314452,104.715712,0.999222,1.000000
1778,124.794415,92.481515,92.469201,104.649774,0.999312,1.000000
1779,123.539085,92.428804,93.013425,104.662151,0.999732,1.000000
1780,123.672782,92.369300,92.950810,104.707621,0.999639,1.000000
1781,123.963987,92.404280,92.820414,104.710497,0.999738,1.000000
1782,123.967415,92.510835,92.819020,104.654657,0.999574,1.000000
1783,123.968207,92.585785,92.820436,104.625311,0.999721,1.000000
1784,123.988468,92.582879,92.817327,104.629645,0.999759,1.000000
1785,123.990845,92.594788,92.814557,104.622839,0.999774,1.000000
1786,123.994098,92.595032,92.818155,104.620972,0.999763,1.000000
1787,124.013243,92.633641,92.805016,104.599415,0.999762,1.000000
1788,124.052502,92.656244,92.785263,104.590685,0.999770,1.000000
1789,124.072701,92.703154,92.775011,104.563445,0.999765,1.000000
1790,124.067544,92.701009,92.777869,104.560460,0.999728,1.000000
1791,124.057916,92.723998,92.791169,104.553712,0.999738,1.000000
1792,124.061596,92.681803,92.786281,104.569431,0.999678,1.000000
1793,124.115628,92.683838,92.758547,104.567817,0.999647,1.000000
1794,124.107596,92.696313,92.761393,104.562840,0.999563,1.000000
1795,124.146648,92.698429,92.746621,104.561879,0.999651,1.000000
1796,124.178841,92.686820,92.736097,104.564838,0.999617,1.000000
1797,124.221620,92.716967,92.708907,104.557072,0.999526,1.000000
1798,124.218100,92.763056,92.717205,104.535840,0.999390,1.000000
1799,124.257128,92.768434,92.686270,104.538024,0.999477,1.000000
1800,124.311453,92.788924,92.667100,104.527809,0.999573,1.000000
1801,124.321940,92.801152,92.664842,104.516835,0.999353,1.000000
1802,124.332518,92.803029,92.658409,104.521723,0.999551,1.000000
1803,124.353471,92.782027,92.651430,104.527576,0.999715,1.000000
1804,124.340555,92.787810,92.654679,104.524553,0.999713,1.000000
1805,124.329046,92.801236,92.661919,104.515016,0.999622,1.000000
1806,124.332633,92.796783,92.657799,104.514693,0.999716,1.000000
1807,124.337971,92.804530,92.653527,104.510366,0.999707,1.000000
1808,124.328552,92.799879,92.658486,104.511434,0.999706,1.000000
1809,124.321539,92.825620,92.665912,104.500581,0.999713,1.000000
1810,124.344237,92.856642,92.654237,104.484773,0.999707,1.000000
1811,124.346128,92.863327,92.653739,104.485115,0.999682,1.000000
1812,124.354998,92.859214,92.648273,104.485432,0.999706,1.000000
1813,124.357246,92.869464,92.646380,104.479043,0.999714,1.000000
1814,124.369259,92.882877,92.637430,104.472281,0.999714,1.000000
1815,124.359369,92.882284,92.636591,104.472018,0.999727,1.000000
1816,124.371791,92.893014,92.627563,104.467155,0.999729,1.000000
1817,124.374444,92.890579,92.623793,104.465829,0.999927,1.000000
1818,124.360130,92.902458,92.633405,104.461793,0.999718,1.000000
1819,124.350596,92.906133,92.638925,104.461917,0.999722,1.000000
1820,124.336805,92.915861,92.648216,104.459245,0.999718,1.000000
1821,124.332248,92.924858,92.651937,104.454401,0.999710,1.000000
1822,124.332248,92.924858,92.651937,104.454401,0.999714,1.000000
1823,124.332248,92.924858,92.651937,104.454401,0.999712,1.000000
1824,124.332248,92.924858,92.651937,104.454401,0.999711,1.000000
1825,124.332248,92.924858,92.651937,104.454401,0.999712,1.000000
1826,124.327774,92.922875,92.656266,104.452880,0.999715,1.000000
1827,124.332248,92.924858,92.651937,104.454401,0.999704,1.000000
1828,124.332248,92.924858,92.651937,104.454401,0.999698,1.000000
1829,124.332820,92.914500,92.652250,104.457187,0.999704,1.000000
1830,124.346635,92.934520,92.649129,104.449223,0.999764,1.000000
1831,124.351994,92.976328,92.642749,104.434753,0.999700,1.000000
1832,124.355010,93.001986,92.641711,104.426583,0.999518,1.000000
1833,124.348465,93.019923,92.641467,104.420865,0.999561,1.000000
1834,124.349104,93.007577,92.641408,104.426550,0.999539,1.000000
1835,124.380857,92.991257,92.623406,104.429899,0.999679,1.000000
1836,124.391319,92.977395,92.622953,104.433770,0.999563,1.000000
1837,124.398383,92.956160,92.618057,104.443987,0.999565,1.000000
1838,124.415247,93.004648,92.613324,104.427749,0.999620,1.000000
1839,124.414355,93.037908,92.609675,104.411987,0.999787,1.000000
1840,124.413469,93.104850,92.616233,104.378258,0.999362,1.000000
1841,124.423872,93.106620,92.612580,104.375441,0.999451,1.000000
1842,124.403929,93.100949,92.616046,104.378709,0.999553,1.000000
1843,124.377254,93.099493,92.628127,104.378516,0.999563,1.000000
1844,124.331166,93.093522,92.654279,104.374249,0.999583,1.000000
1845,124.354657,93.053987,92.646985,104.393337,0.999591,1.000000
1846,124.371397,93.108622,92.642340,104.364527,0.999684,1.000000
1847,124.355042,93.161242,92.642438,104.347902,0.999781,1.000000
1848,124.379525,93.187415,92.632686,104.338869,0.999834,1.000000
1849,124.370936,93.209509,92.642818,104.330263,0.999851,1.000000
1850,124.346614,93.257132,92.650316,104.309963,0.999606,1.000000
1851,124.303489,93.293647,92.670684,104.292861,0.999636,1.000000
1852,124.304489,93.305395,92.673347,104.285917,0.999627,1.000000
1853,124.311456,93.320918,92.674040,104.281105,0.999627,1.000000
1854,124.303603,93.271185,92.675477,104.312431,0.999685,1.000000
1855,124.331668,93.289699,92.667632,104.303734,0.999646,1.000000
1856,124.325050,93.274196,92.672116,104.311988,0.999647,1.000000
1857,124.345298,93.262378,92.659157,104.313093,0.999702,1.000000
1858,124.331956,93.250721,92.662557,104.318552,0.999691,1.000000
1859,124.342088,93.252888,92.659238,104.315527,0.999690,1.000000
1860,124.333825,93.244786,92.660021,104.318973,0.999719,1.000000
1861,124.336025,93.236134,92.662760,104.321490,0.999719,1.000000
1862,124.336419,93.214846,92.662535,104.335134,0.999715,1.000000
1863,124.336419,93.214846,92.662535,104.335134,0.999713,1.000000
1864,124.336419,93.214846,92.662535,104.335134,0.999713,1.000000
1865,124.325433,93.215325,92.667547,104.337462,0.999722,1.000000
1866,124.357393,93.232620,92.660072,104.326597,0.999640,1.000000
1867,124.362656,93.239797,92.659847,104.324082,0.999664,1.000000
1868,124.365859,93.249269,92.659842,104.321638,0.999687,1.000000
1869,124.397588,93.261767,92.649130,104.311892,0.999740,1.000000
1870,124.356236,93.262749,92.670338,104.306216,0.999732,1.000000
1871,124.320658,93.285643,92.679477,104.295359,0.999625,1.000000
1872,123.899254,92.925293,92.875595,104.467341,0.999758,1.000000
1873,123.908178,92.836462,92.875424,104.501355,0.999631,1.000000
1874,123.982191,92.936646,92.838963,104.454761,0.999852,1.000000
1875,123.996295,93.023239,92.836709,104.431312,0.999493,1.000000
1876,124.028971,93.061984,92.822224,104.409037,0.999355,1.000000
1877,124.028971,93.061984,92.822224,104.409037,0.999378,1.000000
1878,124.051270,93.067111,92.809985,104.405902,0.999530,1.000000
1879,124.041394,93.063667,92.815904,104.405608,0.999684,1.000000
1880,124.048873,93.081799,92.815136,104.399581,0.999669,1.000000
1881,124.091095,93.130865,92.806987,104.377507,0.999639,1.000000
1882,124.092065,93.131002,92.802408,104.374597,0.999672,1.000000
1883,124.090465,93.150243,92.798446,104.361849,0.999713,1.000000
1884,124.125712,93.154301,92.782229,104.354113,0.999457,1.000000
1885,124.152469,93.156666,92.766977,104.351273,0.999249,1.000000
1886,124.152869,93.159706,92.768241,104.349610,0.999260,1.000000
1887,124.166575,93.137595,92.767581,104.362299,0.999286,1.000000
1888,124.249643,93.111871,92.720132,104.359608,0.999574,1.000000
1889,124.244385,93.117677,92.720396,104.357207,0.999572,1.000000
1890,124.251398,93.122478,92.717747,104.354884,0.999454,1.000000
1891,124.273649,93.124172,92.709264,104.351670,0.999558,1.000000
1892,124.277401,93.132671,92.709145,104.349146,0.999399,1.000000
1893,124.279163,93.168080,92.705073,104.335962,0.999503,1.000000
1894,124.289854,93.182120,92.704473,104.330728,0.999436,1.000000
1895,124.305885,93.174487,92.694171,104.331693,0.999541,1.000000
1896,124.310615,93.179581,92.686620,104.325701,0.999500,1.000000
1897,124.310615,93.179581,92.686620,104.325701,0.999545,1.000000
1898,124.317240,93.160927,92.683914,104.333954,0.999623,1.000000
1899,124.314059,93.170102,92.683770,104.331421,0.999579,1.000000
1900,124.314059,93.170102,92.683770,104.331421,0.999577,1.000000
1901,124.324403,93.171786,92.679963,104.328449,0.999591,1.000000
1902,124.324403,93.171786,92.679963,104.328449,0.999580,1.000000
1903,124.324403,93.171786,92.679963,104.328449,0.999579,1.000000
1904,124.324403,93.171786,92.679963,104.328449,0.999582,1.000000
1905,124.324403,93.171786,92.679963,104.328449,0.999578,1.000000
1906,124.350262,93.175928,92.670065,104.322425,0.999623,1.000000
1907,124.358675,93.183770,92.664336,104.318537,0.999680,1.000000
1908,124.364833,93.183039,92.661749,104.313959,0.999717,1.000000
1909,124.368483,93.193149,92.663659,104.306211,0.999749,1.000000
1910,124.352118,93.230034,92.663484,104.289656,0.999741,1.000000
1911,124.360513,93.257946,92.663043,104.282011,0.999505,1.000000
1912,124.371602,93.248050,92.653713,104.283763,0.999527,1.000000
1913,124.343678,93.261724,92.663273,104.280109,0.999574,1.000000
1914,124.362069,93.264797,92.663046,104.275870,0.999618,1.000000
1915,124.332480,93.268227,92.676753,104.271191,0.999451,1.000000
1916,124.318198,93.265443,92.683134,104.271453,0.999464,1.000000
1917,124.285721,93.260567,92.697655,104.271538,0.999431,1.000000
1918,124.294850,93.277581,92.695046,104.265591,0.999446,1.000000
1919,124.314309,93.296863,92.683551,104.258117,0.999516,1.000000
1920,124.309338,93.333676,92.681638,104.242146,0.999583,1.000000
1921,124.314188,93.372947,92.681428,104.232408,0.999652,1.000000
1922,124.324318,93.389068,92.672149,104.222894,0.999675,1.000000
1923,124.355304,93.400850,92.658923,104.212736,0.999714,1.000000
1924,124.358066,93.430295,92.655670,104.200088,0.999619,1.000000
1925,124.375979,93.452210,92.642880,104.185290,0.999675,1.000000
1926,124.379425,93.508462,92.642585,104.167940,0.999381,1.000000
1927,124.399834,93.521586,92.636365,104.160791,0.999443,1.000000
1928,124.387529,93.543666,92.640335,104.150762,0.999380,1.000000
1929,124.382201,93.550880,92.640339,104.148103,0.999257,1.000000
1930,124.400307,93.555861,92.634468,104.142616,0.999389,1.000000
1931,124.418328,93.564811,92.624783,104.135530,0.999527,1.000000
1932,124.407317,93.589388,92.628341,104.130598,0.999597,1.000000
1933,124.449739,93.588281,92.609574,104.123456,0.999603,1.000000
1934,124.449739,93.588281,92.609574,104.123456,0.999645,1.000000
1935,124.438511,93.615049,92.613144,104.112938,0.999659,1.000000
1936,124.438511,93.615049,92.613144,104.112938,0.999666,1.000000
1937,124.441842,93.629140,92.608473,104.110209,0.999687,1.000000
1938,124.497229,93.697712,92.596232,104.080926,0.999503,1.000000
1939,124.495914,93.721263,92.590660,104.071678,0.999380,1.000000
1940,124.512591,93.752629,92.585364,104.058609,0.999606,1.000000
1941,124.539961,93.768051,92.576515,104.043741,0.999655,1.000000
1942,124.542283,93.788277,92.576484,104.038930,0.999725,1.000000
1943,124.544960,93.802072,92.575393,104.033793,0.999782,1.000000
1944,124.547820,93.821442,92.575368,104.029052,0.999745,1.000000
1945,124.569394,93.844396,92.565999,104.018967,0.999692,1.000000
1946,124.574096,93.852001,92.565904,104.016459,0.999726,1.000000
1947,124.573552,93.861950,92.565828,104.014162,0.999783,1.000000
1948,124.573552,93.861950,92.565828,104.014162,0.999779,1.000000
1949,124.583762,93.860268,92.560331,104.012592,0.999790,1.000000
1950,124.606185,93.898589,92.559904,104.000045,0.999683,1.000000
1951,124.612187,93.913152,92.558821,103.994934,0.999763,1.000000
1952,124.611466,93.913347,92.554856,103.993304,0.999762,1.000000
1953,124.613310,93.899196,92.554116,104.000948,0.999764,1.000000
1954,124.578873,93.915367,92.574415,103.992454,0.999810,1.000000
1955,124.540747,93.915346,92.594560,103.987195,0.999820,1.000000
1956,124.530214,93.914725,92.597939,103.986166,0.999819,1.000000
1957,124.520289,93.904144,92.602592,103.988523,0.999807,1.000000
1958,124.524557,93.909384,92.598731,103.987766,0.999834,1.000000
1959,124.510588,93.954163,92.606944,103.972618,0.999776,1.000000
1960,124.520656,93.955923,92.603162,103.969500,0.999772,1.000000
1961,124.515395,93.974244,92.603035,103.965014,0.999782,1.000000
1962,124.533247,93.991605,92.599013,103.961152,0.999854,1.000000
1963,124.528201,93.998570,92.603193,103.957376,0.999872,1.000000
1964,124.528201,93.998570,92.603193,103.957376,0.999877,1.000000
1965,124.521046,94.024779,92.604105,103.944397,0.999895,1.000000
1966,124.496901,94.053132,92.617195,103.934356,0.999896,1.000000
1967,124.496524,94.071651,92.617422,103.929906,0.999725,1.000000
1968,124.483249,94.082372,92.622997,103.926930,0.999725,1.000000
1969,124.475573,94.086539,92.624057,103.924114,0.999818,1.000000
1970,124.487807,94.120812,92.622998,103.914349,0.999836,1.000000
1971,124.507478,94.147831,92.622756,103.903846,0.999784,1.000000
1972,124.502500,94.140497,92.622611,103.906548,0.999768,1.000000
1973,124.507478,94.147831,92.622756,103.903846,0.999797,1.000000
1974,124.515079,94.152010,92.621166,103.900594,0.999804,1.000000
1975,124.508148,94.163978,92.622842,103.899173,0.999823,1.000000
1976,124.527497,94.143676,92.611976,103.903264,0.999822,1.000000
1977,124.540475,94.149746,92.602513,103.902613,0.999831,1.000000
1978,124.543476,94.157136,92.600010,103.896863,0.999843,1.000000
1979,124.547464,94.148774,92.600159,103.898952,0.999860,1.000000
1980,124.538047,94.145554,92.605603,103.898315,0.999865,1.000000
1981,124.538047,94.145554,92.605603,103.898315,0.999860,1.000000
1982,124.546455,94.129480,92.598665,103.908042,0.999855,1.000000
1983,124.546455,94.129480,92.598665,103.908042,0.999859,1.000000
1984,124.522802,94.129482,92.616990,103.905969,0.999927,1.000000
1985,124.536515,94.139171,92.617958,103.902422,0.999904,1.000000
1986,124.551374,94.144961,92.612289,103.898291,0.999895,1.000000
1987,124.564804,94.150811,92.605990,103.896335,0.999911,1.000000
1988,124.564458,94.184494,92.603063,103.882072,0.999824,1.000000
1989,124.572637,94.183123,92.603163,103.881204,0.999798,1.000000
1990,124.584563,94.195252,92.600636,103.875347,0.999750,1.000000
1991,124.589305,94.171524,92.595215,103.885812,0.999789,1.000000
1992,124.622360,94.173963,92.574484,103.888104,0.999845,1.000000
1993,124.588508,94.097379,92.584745,103.936475,0.999649,1.000000
1994,124.099939,93.622696,92.800345,104.130618,0.999720,1.000000
1995,123.953867,93.337789,92.853611,104.237177,0.999736,1.000000
1996,124.190801,93.415808,92.760482,104.212681,0.999858,1.000000
1997,124.167125,93.439350,92.778779,104.201737,0.999888,1.000000
1998,124.178823,93.462017,92.765187,104.192252,0.999887,1.000000
1999,124.178823,93.462017,92.765187,104.192252,0.999882,1.000000
2000,124.178823,93.462017,92.765187,104.192252,0.999875,1.000000
2001,124.165296,93.452883,92.767291,104.198116,0.999783,1.000000
2002,124.124968,93.409123,92.773923,104.217225,0.999823,1.000000
2003,124.125383,93.399346,92.773924,104.219354,0.999770,1.000000
2004,124.115146,93.400943,92.779499,104.221075,0.999722,1.000000
2005,124.128925,93.366896,92.774701,104.232238,0.999545,1.000000
2006,124.150250,93.330323,92.769264,104.245447,0.999644,1.000000
2007,124.144576,93.301561,92.771953,104.252731,0.999548,1.000000
2008,124.132361,93.273477,92.776193,104.265054,0.999588,1.000000
2009,124.119607,93.276165,92.782230,104.265823,0.999624,1.000000
2010,124.102481,93.287708,92.791054,104.260908,0.999640,1.000000
2011,124.109691,93.278380,92.787682,104.267686,0.999687,1.000000
2012,124.093130,93.281929,92.800354,104.277527,0.999681,1.000000
2013,124.108450,93.286382,92.793662,104.271049,0.999651,1.000000
2014,124.112829,93.280890,92.788788,104.271769,0.999579,1.000000
