frame,pupil2D_x,pupil2D_y,gaze_x,gaze_y,confidence,consistence
62,150.832550,91.737432,81.348755,105.166663,0.999446,1.000000
63,150.859509,91.734602,81.338876,105.170366,0.999378,1.000000
64,150.867608,91.752407,81.332340,105.162173,0.999328,1.000000
65,150.906456,91.754161,81.313390,105.160476,0.999353,1.000000
66,150.973407,91.744087,81.288194,105.177652,0.999298,1.000000
67,150.997539,91.738734,81.279711,105.181858,0.999195,1.000000
68,151.007503,91.736184,81.276970,105.184033,0.999391,1.000000
69,151.028158,91.804959,81.260241,105.148605,0.999334,1.000000
70,151.059779,91.788919,81.254166,105.157387,0.999189,1.000000
71,151.072288,91.768700,81.245037,105.162272,0.999380,1.000000
72,151.057642,91.741856,81.247194,105.177235,0.999466,1.000000
73,151.063260,91.718318,81.240901,105.179224,0.999755,1.000000
74,151.067074,91.705756,81.235405,105.183259,0.999749,1.000000
75,151.094510,91.703651,81.225476,105.187736,0.999705,1.000000
76,151.137876,91.689555,81.212075,105.197399,0.999707,1.000000
77,151.152649,91.756355,81.200483,105.159272,0.999691,1.000000
78,151.154932,91.754568,81.196064,105.159085,0.999639,1.000000
79,151.181773,91.747541,81.184005,105.164212,0.999752,1.000000
80,151.214091,91.743230,81.172620,105.168843,0.999722,1.000000
81,151.216874,91.742491,81.169004,105.172970,0.999729,1.000000
82,151.200147,91.733519,81.178702,105.178595,0.999693,1.000000
83,151.215662,91.734753,81.169617,105.178616,0.999617,1.000000
84,151.216585,91.734748,81.171087,105.184389,0.999616,1.000000
85,151.216335,91.721855,81.168184,105.188544,0.999608,1.000000
86,151.216335,91.721855,81.168184,105.188544,0.999617,1.000000
87,151.190413,91.760364,81.185542,105.164664,0.999720,1.000000
88,150.800444,91.672339,81.346746,105.214812,0.999678,1.000000
89,150.411565,91.399762,81.494069,105.317449,0.998970,1.000000
90,150.660707,91.386755,81.413714,105.338261,0.998931,1.000000
91,150.687944,91.449732,81.392815,105.308725,0.999121,1.000000
92,150.647157,91.477604,81.416318,105.289269,0.999118,1.000000
93,150.647157,91.477604,81.416318,105.289269,0.999056,1.000000
94,150.650868,91.456220,81.412043,105.299215,0.999040,1.000000
95,150.633992,91.451356,81.419262,105.302993,0.999129,1.000000
96,150.633992,91.451356,81.419262,105.302993,0.999110,1.000000
97,150.619322,91.441069,81.423123,105.309863,0.998865,1.000000
98,150.623538,91.432176,81.421878,105.312464,0.998851,1.000000
99,150.612264,91.391557,81.418115,105.328413,0.999744,1.000000
100,150.599357,91.348400,81.416309,105.345095,0.999697,1.000000
101,150.645514,91.389837,81.401786,105.336427,0.999660,1.000000
102,150.644499,91.400694,81.402872,105.333218,0.999662,1.000000
103,150.652988,91.384644,81.400119,105.338674,0.999644,1.000000
104,150.663506,91.369350,81.397594,105.343421,0.999635,1.000000
105,150.662487,91.380246,81.398692,105.340176,0.999630,1.000000
106,150.656752,91.387082,81.399970,105.337950,0.999628,1.000000
107,150.651096,91.381830,81.401042,105.341017,0.999630,1.000000
108,150.656870,91.375029,81.399766,105.343221,0.999637,1.000000
109,150.654501,91.393041,81.402674,105.334866,0.999626,1.000000
110,150.649749,91.401436,81.403903,105.332393,0.999623,1.000000
111,150.664106,91.397507,81.397655,105.334916,0.999610,1.000000
112,150.669687,91.413814,81.393860,105.327125,0.999616,1.000000
113,150.351348,91.227180,81.524582,105.406617,0.999718,1.000000
114,149.907626,90.962805,81.711290,105.513860,0.999777,1.000000
115,150.049662,91.008471,81.650574,105.502910,0.999753,1.000000
116,150.171816,91.008766,81.595907,105.505574,0.999820,1.000000
117,150.176553,91.017433,81.601851,105.500014,0.999728,1.000000
118,150.178255,91.028618,81.602720,105.496296,0.999700,1.000000
119,150.200880,91.058212,81.600086,105.481457,0.999572,1.000000
120,150.208368,91.068392,81.595771,105.476691,0.999594,1.000000
121,150.188620,91.095184,81.604758,105.470305,0.999631,1.000000
122,150.165931,91.108774,81.614322,105.463114,0.999751,1.000000
123,150.161774,91.129521,81.616705,105.457185,0.999545,1.000000
124,150.159541,91.129300,81.619945,105.460239,0.999590,1.000000
125,150.127061,91.136869,81.631124,105.448762,0.999616,1.000000
126,150.064468,91.154689,81.656032,105.429190,0.999630,1.000000
127,150.065522,91.154280,81.658481,105.431798,0.999401,1.000000
128,150.051716,91.157182,81.669354,105.427363,0.999347,1.000000
129,150.003775,91.165002,81.688181,105.428232,0.999486,1.000000
130,149.971222,91.160505,81.709315,105.438259,0.999456,1.000000
131,149.980950,91.164985,81.704320,105.438456,0.999477,1.000000
132,149.969006,91.139182,81.711890,105.448798,0.999456,1.000000
133,149.962173,91.173445,81.718290,105.432631,0.999077,1.000000
134,149.952233,91.168874,81.718699,105.437236,0.998964,1.000000
135,149.979570,91.190579,81.708097,105.423363,0.999030,1.000000
136,149.941968,91.230217,81.720514,105.402313,0.999064,1.000000
137,149.989091,91.239505,81.699905,105.391568,0.999196,1.000000
138,150.016972,91.268165,81.693896,105.379033,0.999277,1.000000
139,150.048177,91.271827,81.675424,105.376101,0.999286,1.000000
140,150.050009,91.289117,81.676004,105.365463,0.999263,1.000000
141,150.048643,91.279428,81.675792,105.368328,0.999488,1.000000
142,150.060476,91.282132,81.669818,105.370622,0.999615,1.000000
143,150.086644,91.299372,81.660253,105.361647,0.999599,1.000000
144,150.086644,91.299372,81.660253,105.361647,0.999599,1.000000
145,150.098921,91.303544,81.655315,105.360190,0.999628,1.000000
146,150.109673,91.289273,81.645178,105.364273,0.999709,1.000000
147,150.109673,91.289273,81.645178,105.364273,0.999709,1.000000
148,150.108331,91.278153,81.644235,105.367863,0.999709,1.000000
149,150.153617,91.306865,81.630411,105.359854,0.999594,1.000000
150,150.176215,91.301549,81.619628,105.364729,0.999550,1.000000
151,150.176215,91.301549,81.619628,105.364729,0.999540,1.000000
152,150.181606,91.309726,81.619366,105.360827,0.999558,1.000000
153,150.191153,91.314183,81.614442,105.360963,0.999542,1.000000
154,150.209086,91.317389,81.606931,105.362411,0.999588,1.000000
155,150.209086,91.317389,81.606931,105.362411,0.999586,1.000000
156,150.240796,91.316599,81.595934,105.367946,0.999587,1.000000
157,150.243590,91.306822,81.594717,105.370639,0.999564,1.000000
158,150.250528,91.301593,81.593245,105.372673,0.999550,1.000000
159,150.250528,91.301593,81.593245,105.372673,0.999509,1.000000
160,150.267476,91.308793,81.583975,105.370086,0.999604,1.000000
161,150.285467,91.338085,81.576735,105.357831,0.999671,1.000000
162,150.314279,91.335390,81.568639,105.362815,0.999614,1.000000
163,150.291116,91.319631,81.567283,105.365705,0.999526,1.000000
164,150.336960,91.304390,81.554514,105.372966,0.999643,1.000000
165,150.350053,91.315664,81.546242,105.370372,0.999400,1.000000
166,150.365705,91.354639,81.529752,105.353619,0.999387,1.000000
167,150.366767,91.375726,81.528969,105.349719,0.999563,1.000000
168,150.349465,91.405890,81.540554,105.332015,0.999558,1.000000
169,150.349185,91.410178,81.541145,105.330947,0.999552,1.000000
170,150.320671,91.437192,81.549285,105.316104,0.999540,1.000000
171,150.307400,91.426627,81.552232,105.322927,0.999504,1.000000
172,150.303115,91.436092,81.555099,105.316789,0.999562,1.000000
173,150.292939,91.446784,81.557767,105.308311,0.999548,1.000000
174,150.307932,91.458228,81.550136,105.304681,0.999542,1.000000
175,150.306054,91.468971,81.551018,105.297952,0.999536,1.000000
176,150.302749,91.479115,81.553082,105.291469,0.999548,1.000000
177,150.297017,91.471246,81.553531,105.295338,0.999640,1.000000
178,150.297017,91.471246,81.553531,105.295338,0.999603,1.000000
179,150.297017,91.471246,81.553531,105.295338,0.999603,1.000000
180,150.297017,91.471246,81.553531,105.295338,0.999612,1.000000
181,150.298462,91.476372,81.555085,105.295868,0.999499,1.000000
182,150.338761,91.483307,81.537937,105.300174,0.999502,1.000000
183,150.335009,91.484125,81.538573,105.302761,0.999502,1.000000
184,150.316683,91.486800,81.546719,105.299974,0.999478,1.000000
185,150.324383,91.486556,81.545011,105.302496,0.999402,1.000000
186,150.321068,91.496714,81.547048,105.295933,0.999482,1.000000
187,150.312491,91.476919,81.550380,105.304745,0.999642,1.000000
188,150.312491,91.476919,81.550380,105.304745,0.999653,1.000000
189,150.271245,91.508633,81.565039,105.293696,0.999491,1.000000
190,150.246701,91.526338,81.572332,105.290054,0.999573,1.000000
191,150.235650,91.546034,81.575484,105.280851,0.999567,1.000000
192,150.216746,91.542878,81.580964,105.282190,0.999537,1.000000
193,150.205350,91.542128,81.585236,105.280198,0.999482,1.000000
194,150.216746,91.542878,81.580964,105.282190,0.999421,1.000000
195,150.208128,91.546988,81.586691,105.280383,0.999590,1.000000
196,150.199531,91.562805,81.592222,105.270755,0.999644,1.000000
197,150.124947,91.540774,81.622477,105.278264,0.999651,1.000000
198,150.058673,91.543615,81.658482,105.285700,0.999503,1.000000
199,150.054692,91.549079,81.656921,105.283675,0.999657,1.000000
200,150.041708,91.558880,81.663199,105.279158,0.999647,1.000000
201,150.028893,91.588060,81.673908,105.259452,0.999644,1.000000
202,150.028893,91.588060,81.673908,105.259452,0.999664,1.000000
203,150.033981,91.579837,81.670348,105.264834,0.999664,1.000000
204,150.024010,91.582947,81.672907,105.262428,0.999660,1.000000
205,149.995284,91.574660,81.685180,105.270333,0.999646,1.000000
206,149.980629,91.563564,81.690344,105.276241,0.999624,1.000000
207,149.969334,91.563531,81.694255,105.274106,0.999624,1.000000
208,149.961726,91.568744,81.695734,105.271907,0.999631,1.000000
209,149.922315,91.601005,81.719414,105.252824,0.999662,1.000000
210,149.885179,91.626403,81.734895,105.237011,0.999707,1.000000
211,149.876459,91.630963,81.736804,105.234659,0.999595,1.000000
212,149.900274,91.615364,81.730720,105.241775,0.999706,1.000000
213,149.885179,91.626403,81.734895,105.237011,0.999692,1.000000
214,149.882124,91.636544,81.736727,105.230434,0.999690,1.000000
215,149.882124,91.636544,81.736727,105.230434,0.999685,1.000000
216,149.882124,91.636544,81.736727,105.230434,0.999719,1.000000
217,149.902803,91.656918,81.728228,105.222850,0.999702,1.000000
218,149.907239,91.666654,81.728562,105.218863,0.999650,1.000000
219,149.920399,91.678756,81.722614,105.213007,0.999713,1.000000
220,149.923404,91.668593,81.720829,105.219601,0.999734,1.000000
221,149.942455,91.677226,81.713681,105.213313,0.999768,1.000000
222,149.961622,91.684910,81.704226,105.214030,0.999772,1.000000
223,149.939761,91.684719,81.712029,105.210220,0.999779,1.000000
224,149.973798,91.679161,81.699438,105.216915,0.999801,1.000000
225,150.024711,91.724407,81.676135,105.193147,0.999777,1.000000
226,150.047522,91.725494,81.664522,105.189206,0.999763,1.000000
227,150.070272,91.725116,81.654298,105.189936,0.999761,1.000000
228,150.129932,91.741196,81.632230,105.184997,0.999800,1.000000
229,150.117473,91.751970,81.637294,105.180410,0.999762,1.000000
230,150.139362,91.756686,81.628522,105.178757,0.999714,1.000000
231,150.169480,91.767940,81.611263,105.177257,0.999731,1.000000
232,150.224548,91.796348,81.590473,105.168392,0.999831,1.000000
233,150.224548,91.796348,81.590473,105.168392,0.999830,1.000000
234,150.224548,91.796348,81.590473,105.168392,0.999829,1.000000
235,150.224548,91.796348,81.590473,105.168392,0.999830,1.000000
236,150.224548,91.796348,81.590473,105.168392,0.999829,1.000000
237,150.242354,91.827183,81.576591,105.152776,0.999792,1.000000
238,150.257005,91.833410,81.569739,105.149045,0.999709,1.000000
239,150.259488,91.855315,81.566472,105.136354,0.999752,1.000000
240,150.259318,91.887695,81.564771,105.116944,0.999760,1.000000
241,150.212491,91.896141,81.588395,105.114980,0.999770,1.000000
242,150.183661,91.899518,81.603230,105.113816,0.999760,1.000000
243,150.163708,91.893470,81.611261,105.119835,0.999754,1.000000
244,150.101281,91.888822,81.643016,105.126272,0.999748,1.000000
245,150.096883,91.887653,81.646642,105.126372,0.999751,1.000000
246,150.092224,91.896451,81.647818,105.123982,0.999775,1.000000
247,150.081421,91.898153,81.651049,105.121645,0.999768,1.000000
248,150.073587,91.903277,81.652642,105.119422,0.999764,1.000000
249,150.504987,91.902595,81.454442,105.119908,0.999718,1.000000
250,150.948715,91.699034,81.273908,105.223619,0.999257,1.000000
251,150.835092,91.653258,81.308973,105.242351,0.999319,1.000000
252,150.805694,91.660887,81.317534,105.235476,0.999455,1.000000
253,150.805694,91.660887,81.317534,105.235476,0.999441,1.000000
254,150.805694,91.660887,81.317534,105.235476,0.999441,1.000000
255,150.805694,91.660887,81.317534,105.235476,0.999447,1.000000
256,150.798654,91.678145,81.319796,105.222825,0.999458,1.000000
257,150.807816,91.704082,81.317102,105.212215,0.999526,1.000000
258,150.807816,91.704082,81.317102,105.212215,0.999513,1.000000
259,150.807953,91.715147,81.316413,105.205587,0.999515,1.000000
260,150.810005,91.726288,81.314236,105.199314,0.999506,1.000000
261,150.810005,91.726288,81.314236,105.199314,0.999496,1.000000
262,150.810005,91.726288,81.314236,105.199314,0.999499,1.000000
263,150.810005,91.726288,81.314236,105.199314,0.999491,1.000000
264,150.812902,91.715772,81.312443,105.206028,0.999425,1.000000
265,150.810921,91.726084,81.310244,105.197682,0.999397,1.000000
266,150.821917,91.721505,81.305878,105.200144,0.999357,1.000000
267,150.824154,91.733899,81.304783,105.189732,0.999361,1.000000
268,150.866227,91.750871,81.292452,105.188526,0.999373,1.000000
269,150.870401,91.760722,81.292743,105.184664,0.999379,1.000000
270,150.883748,91.772272,81.289633,105.181083,0.999399,1.000000
271,150.883748,91.772272,81.289633,105.181083,0.999411,1.000000
272,150.918790,91.781685,81.271918,105.179572,0.999428,1.000000
273,150.930171,91.781725,81.267817,105.181675,0.999449,1.000000
274,150.945168,91.794560,81.264148,105.174318,0.999489,1.000000
275,150.947488,91.801820,81.265275,105.169115,0.999508,1.000000
276,150.989576,91.750087,81.241860,105.201369,0.999507,1.000000
277,151.071232,91.766299,81.200453,105.206052,0.999497,1.000000
278,151.084330,91.769996,81.195042,105.204620,0.999529,1.000000
279,151.107435,91.781507,81.185412,105.197332,0.999558,1.000000
280,151.107435,91.781507,81.185412,105.197332,0.999600,1.000000
281,151.116148,91.813237,81.187477,105.186201,0.999590,1.000000
282,151.117945,91.824286,81.185380,105.179862,0.999650,1.000000
283,151.120067,91.846668,81.185169,105.169738,0.999650,1.000000
284,151.143726,91.863768,81.179261,105.158436,0.999695,1.000000
285,151.143726,91.863768,81.179261,105.158436,0.999704,1.000000
286,151.148078,91.873352,81.175504,105.153864,0.999649,1.000000
287,151.150629,91.895559,81.172190,105.140889,0.999694,1.000000
288,151.150629,91.895559,81.172190,105.140889,0.999696,1.000000
289,151.149536,91.884449,81.173697,105.147426,0.999654,1.000000
290,151.149536,91.884449,81.173697,105.147426,0.999654,1.000000
291,151.149536,91.884449,81.173697,105.147426,0.999657,1.000000
292,151.142242,91.879537,81.179696,105.150051,0.999703,1.000000
293,151.122792,91.897464,81.193275,105.139463,0.999700,1.000000
294,151.116697,91.902781,81.197581,105.136320,0.999694,1.000000
295,151.116697,91.902781,81.197581,105.136320,0.999701,1.000000
296,151.116697,91.902781,81.197581,105.136320,0.999684,1.000000
297,151.116697,91.902781,81.197581,105.136320,0.999691,1.000000
298,151.116697,91.902781,81.197581,105.136320,0.999685,1.000000
299,151.116697,91.902781,81.197581,105.136320,0.999693,1.000000
300,151.119258,91.925036,81.194250,105.123428,0.999675,1.000000
301,151.119258,91.925036,81.194250,105.123428,0.999663,1.000000
302,151.119174,91.945348,81.193355,105.111651,0.999655,1.000000
303,151.113285,91.937599,81.193877,105.115465,0.999649,1.000000
304,151.176905,91.961914,81.169410,105.095763,0.999731,1.000000
305,151.176905,91.961914,81.169410,105.095763,0.999825,1.000000
306,151.201129,91.990828,81.164511,105.081389,0.999875,1.000000
307,151.201618,92.010894,81.166143,105.074746,0.999787,1.000000
308,151.252205,92.051154,81.142446,105.053714,0.999842,1.000000
309,151.279324,92.073869,81.131220,105.044714,0.999680,1.000000
310,151.306797,92.094196,81.116921,105.039334,0.999708,1.000000
311,151.316100,92.112523,81.116928,105.031619,0.999504,1.000000
312,151.092464,92.048690,81.217696,105.036276,0.999899,1.000000
313,150.351634,91.963543,81.524224,105.071264,0.999856,1.000000
314,150.282141,91.917204,81.554987,105.077783,0.999767,1.000000
315,150.462026,91.841501,81.475975,105.125526,0.999691,1.000000
316,150.457185,91.901162,81.481935,105.103190,0.999802,1.000000
317,150.447704,91.904763,81.484382,105.100746,0.999872,1.000000
318,150.462892,91.928078,81.482813,105.090054,0.999690,1.000000
319,150.474379,91.997234,81.485904,105.066269,0.999456,1.000000
320,150.466507,91.958981,81.487402,105.077250,0.999630,1.000000
321,150.455040,91.981334,81.493657,105.065307,0.999467,1.000000
322,150.449438,91.973871,81.497753,105.068108,0.999498,1.000000
323,150.436719,91.984364,81.505560,105.070921,0.999431,1.000000
324,150.429664,92.002391,81.507874,105.065761,0.999523,1.000000
325,150.433191,92.020006,81.508485,105.059139,0.999644,1.000000
326,150.396522,92.094567,81.525262,105.023975,0.999604,1.000000
327,150.417236,92.105508,81.516079,105.020241,0.999501,1.000000
328,150.412857,92.085392,81.520493,105.031056,0.999321,1.000000
329,150.427204,92.098300,81.512960,105.023273,0.999391,1.000000
330,150.422865,92.089019,81.516645,105.027589,0.999370,1.000000
331,150.409203,92.101710,81.522027,105.019849,0.999408,1.000000
332,150.417940,92.097481,81.520030,105.022109,0.999310,1.000000
333,150.417940,92.097481,81.520030,105.022109,0.999261,1.000000
334,150.438610,92.080816,81.511189,105.026324,0.999535,1.000000
335,150.438610,92.080816,81.511189,105.026324,0.999505,1.000000
336,150.485145,92.061885,81.493860,105.040209,0.999375,1.000000
337,150.482554,92.030252,81.491230,105.050549,0.999528,1.000000
338,150.498960,91.976279,81.482861,105.071332,0.999522,1.000000
339,150.498960,91.976279,81.482861,105.071332,0.999521,1.000000
340,150.529175,91.981725,81.467730,105.069221,0.999427,1.000000
341,150.541966,91.960633,81.456176,105.076393,0.999641,1.000000
342,150.554130,91.966282,81.448199,105.072887,0.999727,1.000000
343,150.574375,91.965946,81.440763,105.076175,0.999718,1.000000
344,150.588440,91.962337,81.438618,105.081047,0.999684,1.000000
345,150.605518,91.965177,81.431467,105.082251,0.999673,1.000000
346,150.642978,91.979108,81.413779,105.080660,0.999664,1.000000
347,150.642978,91.979108,81.413779,105.080660,0.999676,1.000000
348,150.623748,91.944950,81.414891,105.095683,0.999679,1.000000
349,150.612826,91.930275,81.417723,105.102554,0.999849,1.000000
350,150.606950,91.923298,81.418404,105.106188,0.999790,1.000000
351,150.606950,91.923298,81.418404,105.106188,0.999789,1.000000
352,150.602639,91.944436,81.423598,105.091189,0.999793,1.000000
353,150.600786,91.966004,81.422670,105.081722,0.999793,1.000000
354,150.594987,91.972391,81.423860,105.079605,0.999795,1.000000
355,150.594987,91.972391,81.423860,105.079605,0.999793,1.000000
356,150.601207,91.977050,81.421721,105.075179,0.999791,1.000000
357,150.601207,91.977050,81.421721,105.075179,0.999785,1.000000
358,150.594903,91.992739,81.425140,105.066601,0.999764,1.000000
359,150.594903,91.992739,81.425140,105.066601,0.999752,1.000000
360,150.564553,91.974717,81.444218,105.073567,0.999825,1.000000
361,150.557010,91.989857,81.444648,105.064903,0.999834,1.000000
362,150.521450,91.982509,81.458926,105.066692,0.999869,1.000000
363,150.521450,91.982509,81.458926,105.066692,0.999876,1.000000
364,150.531097,92.119060,81.456657,105.008023,0.999468,1.000000
365,150.503150,92.219134,81.470866,104.972410,0.999290,1.000000
366,150.480491,92.247614,81.482119,104.954337,0.999309,1.000000
367,150.480491,92.247614,81.482119,104.954337,0.999340,1.000000
368,150.461486,92.253936,81.490076,104.952722,0.999323,1.000000
369,150.444654,92.245522,81.498884,104.957440,0.999286,1.000000
370,150.419729,92.237716,81.513691,104.958478,0.999292,1.000000
371,150.381833,92.238579,81.536348,104.959400,0.999263,1.000000
372,150.349269,92.177917,81.548281,104.983100,0.999505,1.000000
373,150.343039,92.156968,81.547201,104.990741,0.999487,1.000000
374,150.333606,92.141845,81.551117,104.993686,0.999667,1.000000
375,150.325038,92.136821,81.555906,104.994150,0.999664,1.000000
376,150.343353,92.158731,81.550615,104.986223,0.999505,1.000000
377,150.335846,92.208794,81.556005,104.971003,0.999324,1.000000
378,150.366379,92.220654,81.539780,104.967467,0.999421,1.000000
379,150.385115,92.213806,81.527921,104.969820,0.999548,1.000000
380,150.402735,92.222858,81.522237,104.962731,0.999588,1.000000
381,150.417855,92.234803,81.516689,104.958963,0.999608,1.000000
382,150.434327,92.260967,81.508333,104.946455,0.999631,1.000000
383,150.450387,92.265644,81.504992,104.941537,0.999638,1.000000
384,150.442904,92.279212,81.507143,104.935031,0.999703,1.000000
385,150.448157,92.287431,81.503099,104.931650,0.999758,1.000000
386,150.469168,92.276603,81.491622,104.937255,0.999793,1.000000
387,150.473275,92.286546,81.491912,104.933350,0.999810,1.000000
388,150.476360,92.274138,81.490523,104.938628,0.999819,1.000000
389,150.535546,92.274146,81.467264,104.935262,0.999624,1.000000
390,150.550360,92.271515,81.460173,104.936026,0.999602,1.000000
391,150.572864,92.279254,81.449687,104.934538,0.999645,1.000000
392,150.582905,92.290882,81.446562,104.926401,0.999777,1.000000
393,150.579009,92.288701,81.450906,104.930378,0.999809,1.000000
394,150.615775,92.316687,81.437652,104.915507,0.999827,1.000000
395,150.632107,92.338459,81.433027,104.906707,0.999816,1.000000
396,150.627420,92.346352,81.433437,104.904354,0.999836,1.000000
397,150.609930,92.351380,81.436717,104.903976,0.999844,1.000000
398,150.593919,92.341399,81.445835,104.905147,0.999843,1.000000
399,150.593919,92.341399,81.445835,104.905147,0.999843,1.000000
400,150.583340,92.342843,81.449127,104.902950,0.999852,1.000000
401,150.588364,92.351906,81.449072,104.899001,0.999892,1.000000
402,150.588364,92.351906,81.449072,104.899001,0.999889,1.000000
403,150.588364,92.351906,81.449072,104.899001,0.999888,1.000000
404,150.588364,92.351906,81.449072,104.899001,0.999882,1.000000
405,150.588364,92.351906,81.449072,104.899001,0.999884,1.000000
406,150.588364,92.351906,81.449072,104.899001,0.999892,1.000000
407,150.588364,92.351906,81.449072,104.899001,0.999904,1.000000
408,150.592943,92.376768,81.446217,104.887931,0.999881,1.000000
409,150.582972,92.379509,81.448976,104.885604,0.999876,1.000000
410,150.572804,92.393904,81.451546,104.880980,0.999836,1.000000
411,150.572804,92.393904,81.451546,104.880980,0.999851,1.000000
412,150.558971,92.406038,81.458733,104.877344,0.999810,1.000000
413,150.525095,92.447106,81.476705,104.856284,0.999894,1.000000
414,150.517890,92.452272,81.478236,104.854154,0.999895,1.000000
415,150.499295,92.458705,81.479639,104.848434,0.999896,1.000000
416,150.489782,92.462246,81.485653,104.847245,0.999892,1.000000
417,150.489782,92.462246,81.485653,104.847245,0.999894,1.000000
418,150.489782,92.462246,81.485653,104.847245,0.999896,1.000000
419,150.499295,92.458705,81.479639,104.848434,0.999902,1.000000
420,150.489782,92.462246,81.485653,104.847245,0.999903,1.000000
421,150.489782,92.462246,81.485653,104.847245,0.999902,1.000000
422,150.489782,92.462246,81.485653,104.847245,0.999899,1.000000
423,150.499295,92.458705,81.479639,104.848434,0.999900,1.000000
424,150.489782,92.462246,81.485653,104.847245,0.999904,1.000000
425,150.496805,92.460670,81.480645,104.849859,0.999905,1.000000
426,150.502064,92.468875,81.476573,104.846449,0.999905,1.000000
427,150.509391,92.475772,81.471680,104.841040,0.999895,1.000000
428,150.568746,92.454400,81.451882,104.859574,0.999894,1.000000
429,150.579849,92.455840,81.447647,104.859997,0.999890,1.000000
430,150.587490,92.451184,81.442510,104.862343,0.999900,1.000000
431,150.603183,92.453088,81.432415,104.862224,0.999902,1.000000
432,150.611871,92.484182,81.434246,104.851122,0.999669,1.000000
433,150.635563,92.499798,81.426902,104.844831,0.999677,1.000000
434,150.636802,92.510861,81.427890,104.841339,0.999683,1.000000
435,150.654977,92.526083,81.416281,104.838006,0.999687,1.000000
436,150.658109,92.557883,81.418771,104.823933,0.999717,1.000000
437,150.715382,92.575577,81.395057,104.807478,0.999746,1.000000
438,150.753664,92.648749,81.384609,104.779150,0.999633,1.000000
439,150.839820,92.657822,81.338257,104.764739,0.999641,1.000000
440,150.820282,92.656548,81.344994,104.765705,0.999612,1.000000
441,150.806875,92.649628,81.356933,104.765921,0.999628,1.000000
